coachID,year,tmID,stint,coach_changed,win_pct_vs_league,playoff_win_pct,eff_diff,def_four_factors,career_win_pct
dunnli99wc,1,SEA,0,0,-0.3111979166666667,0.0,-0.214349449331116,0.4236526756345623,0.1875
dunnli99wc,2,SEA,0,0,-0.2011307565789474,0.0,-0.1153708323527105,0.4360986687399075,0.25
dunnli99wc,3,SEA,0,1,0.030840253496503545,0.0,-0.03356239114671222,0.4409392003576776,0.34375
donovan99w,4,SEA,0,0,0.005252100840336116,0.0,0.052473586577628684,0.43493803474814674,0.4846153846153846
donovan99w,5,SEA,0,0,0.0806827662031282,0.7499990625011719,0.06519635774537735,0.44527354466113167,0.5060975609756098
donovan99w,6,SEA,0,0,0.06591251885369531,0.3333322222259259,0.09629342202016744,0.43674069982487523,0.5202020202020202
donovan99w,7,SEA,0,0,0.04392666157372038,0.3333322222259259,0.08386527622822326,0.4369155959403092,0.521551724137931
donovan99w,8,SEA,0,1,-0.004826546003016574,0.0,0.0966473726997843,0.4232395864982439,0.518796992481203
aglerbr99w,9,SEA,0,0,0.1561624649859944,0.3333322222259259,0.06856778272559239,0.44770443022544304,0.5
aglerbr99w,10,SEA,0,0,0.07869549805033682,0.3333322222259259,0.05064052402514618,0.4400679249013252,0.5227272727272727
willifr99w,1,UTA,0,1,0.06380208333333331,0.0,0.04711924342811957,0.4287768789138874,0.5625
harveca99w,2,UTA,2,0,0.22321134868421044,0.0,0.08430643109416835,0.44171555928051714,0.7368421052631579
harveca99w,3,UTA,0,1,0.12459025349650354,0.39999920000160005,0.13129547900437388,0.43334657737123333,0.6666666666666666
walkeda01w,1,WAS,2,1,-0.08203125,0.0,0.015687295458723938,0.431584741673944,0.4166666666666667
maherto99w,2,WAS,0,1,-0.2011307565789474,0.0,-0.06004953452314621,0.4401644362253888,0.3125
stanlma99w,3,WAS,0,0,0.030840253496503545,0.5999988000024,0.005872513226567122,0.4406038317110011,0.53125
stanlma99w,4,WAS,0,1,-0.25945378151260506,0.0,-0.1652846696778374,0.421130588369321,0.3939393939393939
adamsmi01w,5,WAS,0,1,-0.007552527914518881,0.3333322222259259,-0.07079628963461637,0.43283888567559614,0.5
adubari99w,6,WAS,0,0,-0.051734539969834126,0.0,-0.08140504481967903,0.4335691515236047,0.5548780487804879
adubari99w,7,WAS,0,1,0.04392666157372038,0.0,-0.014830069372420374,0.43381539701145144,0.5505050505050505
rollitr01w,8,WAS,2,1,0.028506787330316752,0.0,0.00035976309704022214,0.43235804283875967,0.5333333333333333
kenlaje99w,9,WAS,2,1,-0.32422969187675077,0.0,-0.12971972266899745,0.43229607334182113,0.16666666666666666
plankju99w,10,WAS,0,0,-0.03895156077319262,0.0,-0.02821384964242113,0.4381672220084402,0.47058823529411764
