playerID,year,tmID,stint,pos,won_mvp,GP,GS,minutes,points,rebounds,assists,steals,blocks,turnovers,PF,ppg,rpg,apg,spg,bpg,mpg,topg,fgMade,fgAttempted,fg_pct,ftMade,ftAttempted,ft_pct,threeMade,threeAttempted,three_pct,usage_rate,true_shooting,ast_to_ratio,per_approx,made_playoffs,PostGP,PostPoints,PostRebounds,PostAssists,playoff_ppg,playoff_rpg,playoff_apg,prev_ppg,prev_rpg,prev_apg,prev_per_approx,prev_fg_pct,prev_true_shooting,ppg_improvement,rpg_improvement,apg_improvement,per_approx_improvement,years_experience,won,lost,team_win_pct,playoff,rank,confID,o_pts,d_pts,team_point_diff,height,weight
ajavoma01w,9,HOU,0,G,0,34,2,604,273,60,59,31,6,55,85,8.029411764705882,1.7647058823529411,1.7352941176470589,0.9117647058823529,0.17647058823529413,17.764705882352942,1.6176470588235294,94,284,0.33098591549295775,72,91,0.7912087912087912,13,68,0.19117647058823528,0.6275496688741722,0.4212442908282928,1.0727272727272728,4.852941176470588,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,,,0,17,17,0.5,N,5,WE,2561,2606,-45,68.0,160
ajavoma01w,10,WAS,0,G,0,34,4,587,272,64,37,37,4,50,84,8.0,1.8823529411764706,1.088235294117647,1.088235294117647,0.11764705882352941,17.264705882352942,1.4705882352941178,85,253,0.3359683794466403,74,110,0.6727272727272727,28,82,0.34146341463414637,0.5986371379897785,0.45122760451227606,0.74,4.705882352941177,1,2,19,5,3,9.5,2.5,1.5,8.029411764705882,1.7647058823529411,1.7352941176470589,4.852941176470588,0.33098591549295775,0.4212442908282928,-0.02941176470588225,0.11764705882352944,-0.6470588235294119,-0.14705882352941124,1,16,18,0.47058823529411764,Y,4,EA,2585,2622,-37,68.0,160
aldrima01w,1,WAS,0,G,0,29,0,272,63,24,28,9,4,27,30,2.1724137931034484,0.8275862068965517,0.9655172413793104,0.3103448275862069,0.13793103448275862,9.379310344827585,0.9310344827586207,25,54,0.46296296296296297,7,22,0.3181818181818182,6,12,0.5,0.3333823529411765,0.4946608040201005,1.037037037037037,1.9655172413793103,1,2,14,4,7,7.0,2.0,3.5,,,,,,,,,,,0,14,18,0.4375,Y,4,EA,2176,2221,-45,71.0,153
aldrima01w,2,WAS,0,G,0,5,0,35,7,2,2,0,0,4,5,1.4,0.4,0.4,0.0,0.0,7.0,0.8,3,9,0.3333333333333333,1,1,1.0,0,3,0.0,0.384,0.3707627118644068,0.5,0.2,0,0,0,0,0,0.0,0.0,0.0,2.1724137931034484,0.8275862068965517,0.9655172413793104,1.9655172413793103,0.46296296296296297,0.4946608040201005,-0.7724137931034485,-0.4275862068965517,-0.5655172413793104,-1.7655172413793103,1,10,22,0.3125,N,8,EA,1928,2075,-147,71.0,153
alhalta01w,2,ORL,0,F-G,0,26,1,252,49,38,14,11,0,28,20,1.8846153846153846,1.4615384615384615,0.5384615384615384,0.4230769230769231,0.0,9.692307692307692,1.0769230769230769,19,58,0.3275862068965517,7,14,0.5,4,11,0.36363636363636365,0.3657142857142857,0.38185785536159605,0.5,1.4615384615384615,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,,,0,13,19,0.40625,N,5,EA,2140,2205,-65,72.0,149
allench01w,9,SAC,0,G,0,6,0,49,16,6,3,1,0,6,5,2.6666666666666665,1.0,0.5,0.16666666666666666,0.0,8.166666666666666,1.0,7,16,0.4375,0,0,0.0,2,6,0.3333333333333333,0.4489795918367347,0.5,0.5,1.8333333333333333,1,2,0,0,0,0.0,0.0,0.0,,,,,,,,,,,0,18,16,0.5294117647058824,Y,4,WE,2545,2571,-26,71.0,135
amachma01w,2,NYL,0,F,0,2,0,3,1,1,0,0,1,1,2,0.5,0.5,0.0,0.0,0.5,1.5,0.5,0,0,0.0,1,2,0.5,0,0,0.0,0.6266666666666666,0.5681818181818182,0.0,0.5,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,,,0,21,11,0.65625,Y,2,EA,2162,2082,80,73.0,175
amachma01w,4,SEA,0,F,0,7,0,47,8,14,0,5,2,9,3,1.1428571428571428,2.0,0.0,0.7142857142857143,0.2857142857142857,6.714285714285714,1.2857142857142858,3,10,0.3,2,4,0.5,0,0,0.0,0.44170212765957445,0.3401360544217687,0.0,1.5714285714285714,0,0,0,0,0,0.0,0.0,0.0,0.5,0.5,0.0,0.5,0.0,0.5681818181818182,0.6428571428571428,1.5,0.0,1.0714285714285714,1,18,16,0.5294117647058824,N,5,WE,2388,2274,114,73.0,175
amachma01w,6,WAS,0,F,0,3,0,3,2,0,0,0,0,0,0,0.6666666666666666,0.0,0.0,0.0,0.0,1.0,0.0,0,1,0.0,2,2,1.0,0,0,0.0,0.6266666666666666,0.5319148936170213,0.0,0.3333333333333333,0,0,0,0,0,0.0,0.0,0.0,1.1428571428571428,2.0,0.0,1.5714285714285714,0.3,0.3401360544217687,-0.47619047619047616,-2.0,0.0,-1.2380952380952381,2,16,18,0.47058823529411764,N,5,EA,2263,2305,-42,73.0,175
ambermo01w,3,SAC,0,F,0,2,0,4,0,0,0,0,0,0,2,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,,,0,14,18,0.4375,N,6,WE,2166,2294,-128,76.0,169
anderam01w,7,CON,1,F,0,1,0,1,0,2,0,0,0,0,0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,2.0,0,0,0,0,0,0.0,0.0,0.0,,,,,,,,,,,0,26,8,0.7647058823529411,Y,1,EA,2683,2417,266,72.0,167
anderam01w,7,NYL,2,F,0,3,0,9,0,2,0,1,0,1,0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.0,3.0,0.3333333333333333,0,1,0.0,0,0,0.0,0,0,0.0,0.2222222222222222,0.0,0.0,0.3333333333333333,0,0,0,0,0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,-1.3333333333333335,0.0,-1.6666666666666667,1,11,23,0.3235294117647059,N,5,EA,2372,2656,-284,72.0,167
anderch01w,4,SAC,0,C,0,26,0,171,42,24,5,5,5,17,33,1.6153846153846154,0.9230769230769231,0.19230769230769232,0.19230769230769232,0.19230769230769232,6.576923076923077,0.6538461538461539,19,44,0.4318181818181818,4,12,0.3333333333333333,0,0,0.0,0.38760233918128656,0.42613636363636365,0.29411764705882354,1.1923076923076923,1,5,7,3,0,1.4,0.6,0.0,,,,,,,,,,,0,19,15,0.5588235294117647,Y,3,WE,2299,2216,83,78.0,190
anderch01w,5,SAC,0,C,0,30,0,231,77,34,5,3,6,25,46,2.566666666666667,1.1333333333333333,0.16666666666666666,0.1,0.2,7.7,0.8333333333333334,25,64,0.390625,27,37,0.7297297297297297,0,0,0.0,0.45575757575757575,0.47957149975087193,0.2,1.7,1,2,2,2,1,1.0,1.0,0.5,1.6153846153846154,0.9230769230769231,0.19230769230769232,1.1923076923076923,0.4318181818181818,0.42613636363636365,0.9512820512820515,0.21025641025641018,-0.02564102564102566,0.5076923076923077,1,18,16,0.5294117647058824,Y,4,WE,2312,2241,71,78.0,190
anderch01w,6,SAS,0,C,0,34,19,669,203,90,11,8,15,55,106,5.970588235294118,2.6470588235294117,0.3235294117647059,0.23529411764705882,0.4411764705882353,19.676470588235293,1.6176470588235294,83,178,0.46629213483146065,37,46,0.8043478260869565,0,0,0.0,0.37853512705530645,0.512005649717514,0.2,4.9411764705882355,0,0,0,0,0,0.0,0.0,0.0,2.566666666666667,1.1333333333333333,0.16666666666666666,1.7,0.390625,0.47957149975087193,3.403921568627451,1.5137254901960784,0.15686274509803924,3.2411764705882353,2,7,27,0.20588235294117646,N,7,WE,2141,2401,-260,78.0,190
anderch01w,7,SAS,0,C,0,23,20,414,153,85,15,7,10,29,73,6.6521739130434785,3.6956521739130435,0.6521739130434783,0.30434782608695654,0.43478260869565216,18.0,1.2608695652173914,59,112,0.5267857142857143,35,45,0.7777777777777778,0,0,0.0,0.3884057971014493,0.5804248861911987,0.5172413793103449,7.739130434782608,0,0,0,0,0,0.0,0.0,0.0,5.970588235294118,2.6470588235294117,0.3235294117647059,4.9411764705882355,0.46629213483146065,0.512005649717514,0.6815856777493607,1.0485933503836318,0.32864450127877237,2.797953964194373,3,13,21,0.38235294117647056,N,6,WE,2523,2603,-80,78.0,190
anderch01w,8,SAS,0,C,0,11,1,86,28,20,3,1,5,5,11,2.5454545454545454,1.8181818181818181,0.2727272727272727,0.09090909090909091,0.45454545454545453,7.818181818181818,0.45454545454545453,10,20,0.5,8,12,0.6666666666666666,0,0,0.0,0.352093023255814,0.5537974683544303,0.6,3.4545454545454546,1,2,2,1,0,1.0,0.5,0.0,6.6521739130434785,3.6956521739130435,0.6521739130434783,7.739130434782608,0.5267857142857143,0.5804248861911987,-4.1067193675889335,-1.8774703557312253,-0.37944664031620556,-4.284584980237154,4,20,14,0.5882352941176471,Y,2,WE,2517,2484,33,78.0,190
