playerID,year,tmID,stint,steals_per_game,blocks_per_game,def_reb_per_game,steals_per_36,blocks_per_36,def_reb_per_36,def_reb_pct,steals_pct,blocks_pct,def_stocks,def_stocks_per_game,def_stocks_per_36,def_stocks_pct,def_versatility,def_versatility_per_game,def_versatility_per_36,def_versatility_pct,fouls_per_game,fouls_per_36,stocks_to_fouls_ratio,steals_to_fouls_ratio,minutes_per_game,games_started_pct,games_played_pct,turnovers_per_game,assist_to_steal_ratio,block_to_steal_ratio,in_team_blk_pct,in_team_stl_pct,in_team_dreb_pct,is_dpoy
abrossv01w,2,MIN,0,1.6153846153846154,0.34615384615384615,5.038461538461538,1.7872340425531916,0.3829787234042553,5.574468085106383,0.7528735199497977,0.04964538948409705,0.010638297746592225,51,1.9615384615384615,2.1702127659574466,0.060283687230689276,182,7.0,7.74468085106383,0.2151300210977539,2.6923076923076925,2.978723404255319,0.7183098591549296,0.5915492957746479,32.53846153846154,0.8846153846153846,0.7647058823529411,3.269230769230769,1.2325581395348837,0.20930232558139536,0.0703125,0.1990521327014218,0.18876080691642652,0
abrossv01w,3,MIN,0,1.5555555555555556,0.37037037037037035,3.740740740740741,1.8782608695652172,0.44720496894409933,4.516770186335404,0.6917807745355634,0.052173912395355126,0.012422360094132173,52,1.9259259259259258,2.3254658385093165,0.0645962724894873,153,5.666666666666667,6.842236024844721,0.19006210944022225,2.7037037037037037,3.2645962732919256,0.7027027027027027,0.5675675675675675,29.814814814814813,1.0,0.7941176470588235,3.4074074074074074,1.3953488372093024,0.23255813953488372,0.0970873786407767,0.18502202643171806,0.15514592933947774,0
abrossv01w,4,MIN,0,1.4666666666666666,0.36666666666666664,3.2333333333333334,2.0,0.5,4.409090909090909,0.6879432136210487,0.05555555485409653,0.013888888713524132,55,1.8333333333333333,2.5,0.06944444356762067,152,5.066666666666666,6.909090909090908,0.19191918949596984,2.6333333333333333,3.590909090909091,0.6875,0.55,26.4,0.8333333333333334,0.8823529411764706,3.0,1.8222222222222222,0.24444444444444444,0.10784313725490197,0.18106995884773663,0.1349095966620306,0
abrossv01w,5,MIN,0,1.3636363636363635,0.09090909090909091,2.590909090909091,2.3376623376623376,0.15584415584415584,4.441558441558442,0.7702701661797072,0.06493506352954408,0.004329004235302939,32,1.4545454545454546,2.4935064935064934,0.06926406776484702,89,4.045454545454546,6.935064935064935,0.1926406884709808,1.9090909090909092,3.272727272727273,0.7441860465116279,0.6976744186046512,21.0,0.5,0.6470588235294118,1.9545454545454546,1.4516129032258065,0.06451612903225806,0.014285714285714285,0.11627906976744186,0.07862068965517241,0
abrossv01w,6,MIN,0,1.5483870967741935,0.1935483870967742,2.5161290322580645,2.223938223938224,0.277992277992278,3.613899613899614,0.728971894488608,0.06177606098100308,0.007722007622625385,54,1.7419354838709677,2.501930501930502,0.06949806860362846,132,4.258064516129032,6.115830115830116,0.16988416769775846,2.774193548387097,3.9845559845559846,0.6206896551724138,0.5517241379310345,25.06451612903226,1.0,0.9117647058823529,2.5806451612903225,1.2244897959183674,0.12244897959183673,0.046875,0.18532818532818532,0.10893854748603352,0
abrossv01w,7,MIN,0,1.0,0.029411764705882353,1.8235294117647058,1.6906077348066297,0.049723756906077346,3.082872928176796,0.5849056051975844,0.04696132531821374,0.0013812154505356982,35,1.0294117647058822,1.7403314917127073,0.048342540768749435,97,2.8529411764705883,4.823204419889502,0.13397789870196272,1.9411764705882353,3.2817679558011053,0.5223880597014925,0.5074626865671642,21.294117647058822,0.058823529411764705,1.0,1.7941176470588236,1.542857142857143,0.02857142857142857,0.008771929824561403,0.17525773195876287,0.07701863354037267,0
abrossv01w,8,MIN,0,1.2941176470588236,0.11764705882352941,2.8529411764705883,1.8790035587188612,0.1708185053380783,4.142348754448399,0.6466666235555584,0.0521945426785938,0.004744958425326709,48,1.411764705882353,2.0498220640569396,0.05693950110392051,145,4.264705882352941,6.192170818505338,0.1720047429180932,2.5294117647058822,3.6725978647686834,0.5517241379310345,0.5057471264367817,24.794117647058822,0.8529411764705882,1.0,2.0,1.8888888888888888,0.08888888888888889,0.041666666666666664,0.18410041841004185,0.12340966921119594,0
abrossv01w,9,CON,0,1.3333333333333333,0.0,2.8333333333333335,2.691588785046729,0.0,5.719626168224298,0.8499995750002125,0.07476634815267774,0.0,8,1.3333333333333333,2.691588785046729,0.07476634815267774,25,4.166666666666667,8.411214953271028,0.23364483797711794,2.1666666666666665,4.373831775700935,0.5714285714285714,0.5714285714285714,17.833333333333332,0.0,0.17647058823529413,1.8333333333333333,1.3333333333333333,0.0,0.0,0.03773584905660377,0.01954022988505747,0
adamsjo01w,4,MIN,0,0.2,0.3,1.3,0.75,1.125,4.875,0.5652171455577628,0.02083333116319467,0.031249996744792004,5,0.5,1.875,0.05208332790798668,18,1.8,6.75,0.18749998046875202,1.0,3.75,0.45454545454545453,0.18181818181818182,9.6,0.0,0.29411764705882354,1.0,1.3333333333333333,1.0,0.029411764705882353,0.00823045267489712,0.01808066759388039,0
aguilel01w,3,UTA,0,0.10714285714285714,0.07142857142857142,0.39285714285714285,0.7659574468085106,0.5106382978723404,2.8085106382978724,0.9999990909099173,0.021276594235702537,0.014184396157135024,5,0.17857142857142858,1.2765957446808511,0.03546099039283756,16,0.5714285714285714,4.085106382978723,0.11347516925708019,0.17857142857142858,1.2765957446808511,0.8333333333333334,0.5,5.035714285714286,0.0,0.8235294117647058,0.39285714285714285,4.0,0.5,0.0111731843575419,0.013100436681222707,0.015235457063711912,0
